model,img_path,target,model_answ,question,is_num
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_35.jpg,CAT AND DOG,40,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_35.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_35.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_35.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_35.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_36.jpg,CAT AND DOG,60,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_36.jpg,CAT AND DOG,10,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_36.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_36.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_36.jpg,CAT AND DOG,95,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_36.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_36.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_36.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_36.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_36.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_36.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_36.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_37.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_37.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_37.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_37.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_37.jpg,CAT AND DOG,70,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_37.jpg,CAT AND DOG,100,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_37.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_37.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_37.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_37.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_37.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_37.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_38.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_38.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_38.jpg,CAT AND DOG,70,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_38.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_38.jpg,CAT AND DOG,70,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_38.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_38.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_38.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_38.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_38.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_38.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_38.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_39.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_39.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_39.jpg,CAT AND DOG,70,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_39.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_39.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_39.jpg,CAT AND DOG,100,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_39.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_39.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_39.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_39.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_39.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_39.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_4.jpg,CAT AND DOG,45,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_4.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_4.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_4.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_4.jpg,CAT AND DOG,80,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_4.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_4.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_4.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_4.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_4.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_4.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_40.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_40.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_40.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_40.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_40.jpg,CAT AND DOG,70,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_40.jpg,CAT AND DOG,60,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_40.jpg,CAT AND DOG,25,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_40.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_40.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_40.jpg,CAT AND DOG,85,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_40.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_40.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_41.jpg,CAT AND DOG,45,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_41.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_41.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_41.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_41.jpg,CAT AND DOG,80,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_41.jpg,CAT AND DOG,40,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_41.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_41.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_41.jpg,CAT AND DOG,35,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_41.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_41.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_41.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_42.jpg,CAT AND DOG,55,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_42.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_42.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_42.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_42.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_42.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_42.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_42.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_42.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_42.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_42.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_42.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_43.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_43.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_43.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_43.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_43.jpg,CAT AND DOG,100,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_43.jpg,CAT AND DOG,100,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_43.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_43.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_43.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_43.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_43.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_43.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_44.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_44.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_44.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_44.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_44.jpg,CAT AND DOG,70,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_44.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_44.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_44.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_44.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_44.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_44.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_44.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_45.jpg,CAT AND DOG,45,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_45.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_45.jpg,CAT AND DOG,60,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_45.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_45.jpg,CAT AND DOG,80,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_45.jpg,CAT AND DOG,40,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_45.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_45.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_45.jpg,CAT AND DOG,25,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_45.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_45.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_46.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_46.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_46.jpg,CAT AND DOG,80,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_46.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_46.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_46.jpg,CAT AND DOG,70,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_46.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_46.jpg,CAT AND DOG,35,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_46.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_46.jpg,CAT AND DOG,90,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_46.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_46.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_47.jpg,CAT AND DOG,60,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_47.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_47.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_47.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_47.jpg,CAT AND DOG,80,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_47.jpg,CAT AND DOG,70,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_47.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_47.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_47.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_47.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_47.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_48.jpg,CAT AND DOG,45,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_48.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_48.jpg,CAT AND DOG,30,How much do you think that on the image a CAT?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_48.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_48.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_48.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_48.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_48.jpg,CAT AND DOG,35,How much do you think that on the image a CAT?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_48.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_48.jpg,CAT AND DOG,0,How much do you think that on the image a CAT?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_48.jpg,CAT AND DOG,50,How much do you think that on the image a CAT?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_49.jpg,CAT AND DOG,60,How much do you think that on the image a CAT?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_49.jpg,CAT AND DOG,20,How much do you think that on the image a CAT?,1
