,model,img_path,target,model_answ,question,is_num
4238,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_147\cat_and_dog_147_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
4239,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_147\cat_and_dog_147_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4240,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_147\cat_and_dog_147_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
4241,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_147\cat_and_dog_147_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4242,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_147\cat_and_dog_147_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
4243,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_147\cat_and_dog_147_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4244,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_147\cat_and_dog_147_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
4245,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_147\cat_and_dog_147_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4246,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_147\cat_and_dog_147_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4247,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_147\cat_and_dog_147_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4248,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_148\cat_and_dog_148_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4249,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_148\cat_and_dog_148_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4250,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_148\cat_and_dog_148_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
4251,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_148\cat_and_dog_148_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4252,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_148\cat_and_dog_148_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4253,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_148\cat_and_dog_148_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4254,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_148\cat_and_dog_148_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
4255,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_148\cat_and_dog_148_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4256,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_148\cat_and_dog_148_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
4257,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_148\cat_and_dog_148_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
4258,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_148\cat_and_dog_148_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4259,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_148\cat_and_dog_148_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4260,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_149\cat_and_dog_149_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a DOG?,1
4261,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_149\cat_and_dog_149_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a DOG?,1
4262,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_149\cat_and_dog_149_bone.jpg,CAT AND DOG,20,How much do you think that the image is related to a DOG?,1
4263,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_149\cat_and_dog_149_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4264,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_149\cat_and_dog_149_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4265,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_149\cat_and_dog_149_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a DOG?,1
4266,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_149\cat_and_dog_149_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4267,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_149\cat_and_dog_149_bone.jpg,CAT AND DOG,45,How much do you think that the image is related to a DOG?,1
4268,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_149\cat_and_dog_149_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
4269,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_149\cat_and_dog_149_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
4270,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_149\cat_and_dog_149_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a DOG?,1
4271,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_149\cat_and_dog_149_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4272,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_15\cat_and_dog_15_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a DOG?,1
4273,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_15\cat_and_dog_15_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
4274,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_15\cat_and_dog_15_bone.jpg,CAT AND DOG,20,How much do you think that the image is related to a DOG?,1
4275,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_15\cat_and_dog_15_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a DOG?,1
4276,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_15\cat_and_dog_15_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
4277,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_15\cat_and_dog_15_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
4278,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_15\cat_and_dog_15_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4279,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_15\cat_and_dog_15_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4281,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_15\cat_and_dog_15_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a DOG?,1
4282,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_15\cat_and_dog_15_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a DOG?,1
4283,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_15\cat_and_dog_15_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
4284,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_150\cat_and_dog_150_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a DOG?,1
4285,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_150\cat_and_dog_150_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
4286,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_150\cat_and_dog_150_bone.jpg,CAT AND DOG,20,How much do you think that the image is related to a DOG?,1
4287,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_150\cat_and_dog_150_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4288,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_150\cat_and_dog_150_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a DOG?,1
4289,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_150\cat_and_dog_150_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a DOG?,1
4290,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_150\cat_and_dog_150_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a DOG?,1
4291,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_150\cat_and_dog_150_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4292,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_150\cat_and_dog_150_bone.jpg,CAT AND DOG,52,How much do you think that the image is related to a DOG?,1
4294,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_150\cat_and_dog_150_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a DOG?,1
4295,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_150\cat_and_dog_150_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a DOG?,1
4296,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_151\cat_and_dog_151_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4297,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_151\cat_and_dog_151_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4298,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_151\cat_and_dog_151_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
4299,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_151\cat_and_dog_151_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4300,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_151\cat_and_dog_151_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
4301,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_151\cat_and_dog_151_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4302,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_151\cat_and_dog_151_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
4303,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_151\cat_and_dog_151_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4304,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_151\cat_and_dog_151_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
4305,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_151\cat_and_dog_151_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a DOG?,1
4306,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_151\cat_and_dog_151_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4307,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_151\cat_and_dog_151_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4308,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_152\cat_and_dog_152_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4309,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_152\cat_and_dog_152_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4310,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_152\cat_and_dog_152_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
4311,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_152\cat_and_dog_152_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4312,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_152\cat_and_dog_152_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4313,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_152\cat_and_dog_152_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
4314,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_152\cat_and_dog_152_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4315,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_152\cat_and_dog_152_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4316,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_152\cat_and_dog_152_bone.jpg,CAT AND DOG,57,How much do you think that the image is related to a DOG?,1
4317,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_152\cat_and_dog_152_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a DOG?,1
4318,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_152\cat_and_dog_152_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4319,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_152\cat_and_dog_152_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4320,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_153\cat_and_dog_153_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a DOG?,1
4321,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_153\cat_and_dog_153_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4322,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_153\cat_and_dog_153_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4323,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_153\cat_and_dog_153_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
4324,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_153\cat_and_dog_153_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4325,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_153\cat_and_dog_153_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
4326,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_153\cat_and_dog_153_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a DOG?,1
4327,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_153\cat_and_dog_153_bone.jpg,CAT AND DOG,45,How much do you think that the image is related to a DOG?,1
4328,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_153\cat_and_dog_153_bone.jpg,CAT AND DOG,52,How much do you think that the image is related to a DOG?,1
4329,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_153\cat_and_dog_153_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a DOG?,1
4330,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_153\cat_and_dog_153_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a DOG?,1
4331,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_153\cat_and_dog_153_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4332,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_154\cat_and_dog_154_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4333,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_154\cat_and_dog_154_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4334,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_154\cat_and_dog_154_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4335,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_154\cat_and_dog_154_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4336,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_154\cat_and_dog_154_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
4337,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_154\cat_and_dog_154_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4338,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_154\cat_and_dog_154_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
4339,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_154\cat_and_dog_154_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4340,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_154\cat_and_dog_154_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
4341,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_154\cat_and_dog_154_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
4342,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_154\cat_and_dog_154_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a DOG?,1
4343,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_154\cat_and_dog_154_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4344,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_155\cat_and_dog_155_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4345,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_155\cat_and_dog_155_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
4346,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_155\cat_and_dog_155_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4347,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_155\cat_and_dog_155_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4348,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_155\cat_and_dog_155_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4349,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_155\cat_and_dog_155_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4350,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_155\cat_and_dog_155_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4351,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_155\cat_and_dog_155_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4352,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_155\cat_and_dog_155_bone.jpg,CAT AND DOG,52,How much do you think that the image is related to a DOG?,1
4353,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_155\cat_and_dog_155_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4354,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_155\cat_and_dog_155_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a DOG?,1
4355,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_155\cat_and_dog_155_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4356,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_156\cat_and_dog_156_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4357,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_156\cat_and_dog_156_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
4358,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_156\cat_and_dog_156_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a DOG?,1
4359,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_156\cat_and_dog_156_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
4360,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_156\cat_and_dog_156_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a DOG?,1
4361,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_156\cat_and_dog_156_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4362,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_156\cat_and_dog_156_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
4363,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_156\cat_and_dog_156_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a DOG?,1
4364,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_156\cat_and_dog_156_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a DOG?,1
4366,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_156\cat_and_dog_156_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4367,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_156\cat_and_dog_156_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a DOG?,1
4368,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_157\cat_and_dog_157_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a DOG?,1
4369,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_157\cat_and_dog_157_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4370,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_157\cat_and_dog_157_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4371,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_157\cat_and_dog_157_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
4372,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_157\cat_and_dog_157_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a DOG?,1
