,model,img_path,target,model_answ,question,is_num,attr_num
2501,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_9.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,9
2502,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_9.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,9
2503,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_9.jpg,CAT,5,How much do you think that the image is related to a CAT?,1,9
2506,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_9.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,9
2507,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_9.jpg,CAT,10,How much do you think that the image is related to a CAT?,1,9
2628,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_1.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,1
2629,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_1.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,1
2630,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_1.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,1
2631,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_1.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,1
2632,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_1.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,1
2633,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_1.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,1
2634,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_1.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,1
2635,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_1.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,1
2636,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_1.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,1
2637,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_1.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,1
2638,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_1.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,1
2639,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_1.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,1
2640,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_10.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,10
2641,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_10.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,10
2642,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_10.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,10
2643,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_10.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,10
2644,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_10.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,10
2645,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_10.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,10
2646,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_10.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,10
2647,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_10.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,10
2648,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_10.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,10
2649,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_10.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,10
2650,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_10.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,10
2651,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_10.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,10
2664,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_11.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,11
2665,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_11.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,11
2666,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_11.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,11
2667,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_11.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,11
2668,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_11.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,11
2669,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_11.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,11
2670,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_11.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,11
2671,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_11.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,11
2673,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_11.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,11
2674,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_11.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,11
2675,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_11.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,11
2676,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_12.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,12
2677,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_12.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,12
2678,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_12.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,12
2679,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_12.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,12
2680,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_12.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,12
2681,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_12.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,12
2682,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_12.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,12
2683,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_12.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,12
2686,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_12.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,12
2687,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_12.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,12
2688,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_13.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,13
2689,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_13.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,13
2690,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_13.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,13
2691,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_13.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,13
2692,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_13.jpg,CAT,5,How much do you think that the image is related to a DOG?,1,13
2693,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_13.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,13
2694,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_13.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,13
2695,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_13.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,13
2698,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_13.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,13
2699,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_13.jpg,CAT,20,How much do you think that the image is related to a DOG?,1,13
2700,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_14.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,14
2701,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_14.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,14
2702,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_14.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,14
2703,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_14.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,14
2704,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_14.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,14
2705,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_14.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,14
2706,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_14.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,14
2707,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_14.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,14
2709,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_14.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,14
2710,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_14.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,14
2711,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_14.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,14
2712,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_15.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,15
2713,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_15.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,15
2714,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_15.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,15
2715,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_15.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,15
2716,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_15.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,15
2717,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_15.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,15
2718,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_15.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,15
2719,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_15.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,15
2720,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_15.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,15
2721,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_15.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,15
2722,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_15.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,15
2723,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_15.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,15
2724,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_16.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,16
2725,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_16.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,16
2726,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_16.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,16
2727,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_16.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,16
2728,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_16.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,16
2729,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_16.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,16
2730,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_16.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,16
2731,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_16.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,16
2733,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_16.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,16
2734,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_16.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,16
2735,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_16.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,16
2736,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_17.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,17
2737,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_17.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,17
2738,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_17.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,17
2739,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_17.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,17
2740,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_17.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,17
2741,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_17.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,17
2742,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_17.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,17
2743,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_17.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,17
2745,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_17.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,17
2746,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_17.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,17
2747,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_17.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,17
2748,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_18.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,18
2749,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_18.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,18
2750,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_18.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,18
2751,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_18.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,18
2752,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_18.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,18
2753,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_18.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,18
2754,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_18.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,18
2755,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_18.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,18
2757,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_18.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,18
2758,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_18.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,18
2759,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_18.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,18
2760,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_19.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,19
2761,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_19.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,19
2762,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_19.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,19
2763,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_19.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,19
2764,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_19.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,19
2765,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_19.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,19
2766,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_19.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,19
2767,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_19.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,19
2769,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_19.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,19
2770,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_19.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,19
2771,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_19.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,19
2772,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_2.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,2
2773,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_2.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,2
2774,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_2.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,2
2775,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_2.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,2
2776,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_2.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,2
2777,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_2.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,2
2778,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_2.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,2
2779,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_2.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,2
2781,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_2.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,2
2782,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_2.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,2
2783,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_2.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,2
2784,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_20.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,20
2785,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_20.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,20
2786,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_20.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,20
2787,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_20.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,20
2788,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_20.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,20
2789,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_20.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,20
2790,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_20.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,20
2791,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_20.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,20
2793,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_20.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,20
2794,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_20.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,20
2795,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_20.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,20
2796,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_21.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,21
2797,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_21.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,21
2798,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_21.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,21
2799,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_21.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,21
2800,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_21.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,21
2801,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_21.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,21
2802,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_21.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,21
2803,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_21.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,21
2805,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_21.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,21
2806,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_21.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,21
2807,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_21.jpg,CAT,20,How much do you think that the image is related to a DOG?,1,21
2808,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_22.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,22
2809,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_22.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,22
2810,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_22.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,22
2811,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_22.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,22
2812,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_22.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,22
2813,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_22.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,22
2814,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_22.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,22
2815,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_22.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,22
2817,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_22.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,22
2818,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_22.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,22
2819,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_22.jpg,CAT,10,How much do you think that the image is related to a DOG?,1,22
2820,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_23.jpg,CAT,1,How much do you think that the image is related to a DOG?,1,23
2821,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_23.jpg,CAT,0,How much do you think that the image is related to a DOG?,1,23
